ID,Profit99,Online99,Age99,Inc99,Tenure99,District99,Profit00,Online00,Billpay99,Billpay00
567,-59,0,,,15.75,1200,,,0,
568,10,0,4,7,18.41,1300,102,0,0,0
569,9,0,1,3,5.33,1300,10,0,0,0
570,-69,1,5,6,14.08,1200,192,0,1,0
571,11,0,,,5.75,1200,,,0,
572,-50,0,4,5,4.25,1200,-109,0,0,0
573,54,0,,,6.16,1200,62,0,0,0
574,379,0,2,8,4.41,1200,465,0,0,0
575,-56,0,,,1.33,1200,,,0,
576,0,0,,,7.25,1300,-1,0,0,0
577,105,0,,,22.41,1200,135,0,0,0
578,516,0,3,7,22.16,1200,552,0,0,0
579,531,0,5,1,13.08,1200,527,0,0,0
580,-113,0,2,8,4.75,1200,-113,0,0,0
581,767,0,6,2,25.41,1200,647,0,0,0
582,736,0,4,7,17.83,1200,627,0,0,0
583,120,0,3,8,1.25,1200,704,0,0,0
584,-28,0,3,7,19.83,1200,-36,0,0,0
585,-55,0,,,11.5,1300,3,1,0,0
586,152,0,3,5,5,1100,129,0,0,0
587,-4,0,4,4,3.5,1200,-14,0,0,0
588,-37,0,,,1.41,1200,202,1,0,0
589,-47,0,,,3,1200,17,0,0,0
590,-37,0,4,3,17.91,1200,-10,0,0,0
591,-39,0,,,6.58,1200,,,0,
592,159,0,3,,7.16,1200,192,1,0,0
593,82,0,2,6,4.58,1200,294,0,0,0
594,-56,0,,,3.25,1200,-56,0,0,0
595,-51,0,3,6,10.41,1300,-63,0,0,0
596,-98,1,3,6,1.91,1200,,,0,
597,1043,0,6,4,31,1200,880,0,0,0
598,1,1,3,5,0.83,1200,0,1,0,0
599,16,0,2,4,5.25,1100,-44,0,0,0
600,-29,0,,,5,1200,128,0,0,0
601,-89,0,3,6,14.58,1200,-34,0,0,0
602,-29,0,7,2,18,1200,48,0,0,0
603,44,0,3,6,1.41,1200,88,0,0,0
604,-36,0,5,9,38.58,1200,-50,0,0,0
605,348,0,3,8,0.66,1200,312,0,0,0
606,-18,0,3,6,5.83,1200,-19,0,0,0
607,-187,1,5,6,6.91,1100,142,1,1,1
608,1379,0,5,9,13.41,1200,2576,0,0,0
609,829,0,6,3,28.41,1200,969,0,0,0
610,-98,1,7,6,16.41,1100,-36,1,1,1
611,50,0,1,4,5,1300,27,0,0,0
612,-15,1,2,6,2,1200,-2,1,0,0
613,190,0,,,7.41,1200,158,1,0,0
614,-80,0,,,1.25,1200,-90,0,0,0
615,-10,0,2,9,1.5,1200,388,0,0,0
616,12,1,,,3.83,1200,-32,1,1,1
617,5,0,2,6,4.16,1200,-26,0,0,0
618,41,0,2,4,6.33,1200,7,0,0,0
619,48,0,3,9,8.41,1200,128,0,0,0
620,110,0,5,6,2.16,1200,97,0,0,0
621,-47,0,4,7,3.66,1100,,,0,
622,-83,0,,,8.75,1200,-75,1,0,0
623,-97,0,5,5,25.25,1300,-100,0,0,0
624,466,0,2,5,7.83,1100,534,0,0,0
625,-31,0,,,2.25,1100,-31,0,0,0
626,34,0,5,4,1.5,1300,,,0,
627,282,0,4,9,23.16,1200,787,0,0,0
628,-28,0,4,7,7.91,1200,-56,1,0,0
629,-89,0,5,6,1.58,1200,-144,0,0,0
630,-31,0,5,7,16.25,1200,-32,0,0,0
631,-26,0,6,1,25.75,1100,-27,0,0,0
632,165,0,5,6,18.08,1100,189,0,0,0
633,437,0,3,9,5.41,1200,337,0,0,0
634,331,0,7,4,21.08,1100,535,0,0,0
635,-125,1,7,5,9.75,1200,-85,1,0,0
636,881,0,3,3,5,1200,951,0,0,0
637,-4,0,,,4.08,1300,,,0,
638,-24,0,,,17.66,1300,-17,0,0,0
639,-46,0,3,4,6.83,1200,-41,0,0,0
640,-33,0,5,1,0.83,1200,,,0,
641,-51,0,3,3,20,1200,-130,0,0,0
642,-17,0,4,4,3.83,1200,86,0,0,0
643,248,0,,,1.41,1300,,,0,
644,-13,0,3,6,3.91,1200,10,0,0,0
645,-61,0,2,4,12.41,1100,-96,0,0,0
646,82,0,4,6,26.58,1200,229,0,0,0
647,469,0,5,5,21.5,1300,424,0,0,0
648,-123,1,2,8,6.41,1300,-130,1,1,1
649,76,0,6,5,30.83,1200,64,0,0,0
650,-4,0,,,33.66,1300,21,0,0,0
651,-64,1,2,4,2.41,1200,-27,1,0,0
652,212,0,3,7,19.08,1200,291,0,0,0
653,1230,0,4,9,1,1200,651,0,0,0
654,-31,0,3,2,6.08,1200,-27,0,0,0
655,273,0,6,7,6.91,1200,186,1,0,1
656,172,0,,,22.08,1200,,,0,
657,46,0,,,11.66,1100,,,0,
658,-73,1,,,12.5,1300,-17,1,0,0
659,-93,0,1,1,15.83,1200,-46,1,0,0
660,365,0,,,5.16,1200,,,0,
661,331,0,7,9,12.08,1200,198,1,0,0
662,-17,0,,,7.58,1100,-7,0,0,0
663,50,0,5,3,8.83,1100,51,0,0,0
664,702,0,6,7,31.75,1200,677,0,0,0
665,-33,0,,,4.5,1200,-57,0,0,0
666,-2,0,,,3.41,1100,,,0,
667,-34,0,,,9.25,1300,559,0,0,0
668,5,0,,,1.16,1200,-32,0,0,0
669,-77,0,,,18,1200,-73,0,0,0
670,349,0,3,9,4.75,1200,273,0,0,0
671,39,0,,,16.33,1300,,,0,
672,107,0,3,1,5.75,1300,,,0,
673,-31,0,3,2,4,1300,168,0,0,0
674,66,0,5,4,31,1200,67,0,0,0
675,-20,0,,,1.58,1200,,,0,
676,-30,0,,,6.25,1100,,,0,
677,189,0,6,8,30.25,1200,345,0,0,0
678,551,0,3,9,17.66,1200,658,0,0,0
679,306,1,,,2.16,1200,229,1,0,0
680,-21,0,,,1,1200,,,0,
681,17,0,,,1.91,1200,-5,0,0,0
682,-26,1,2,6,3.08,1200,,,0,
683,-45,0,3,1,14.16,1200,-6,0,0,0
684,-3,0,2,4,4.66,1200,,,0,
685,-184,0,,,8.91,1200,,,0,
686,-131,0,,,6.75,1300,,,0,
687,156,0,3,6,7.41,1200,243,0,0,0
688,10,0,,,8.08,1200,429,1,0,0
689,-33,0,,,7.5,1200,,,0,
690,151,1,,,7.08,1200,354,1,0,0
691,265,0,4,6,7.83,1200,92,0,0,0
692,140,0,5,6,27.33,1200,187,0,0,0
693,30,0,6,2,20.91,1100,6,0,0,0
694,3,0,,,0.33,1300,,,0,
695,-16,0,4,1,7.33,1100,4,0,0,0
696,39,1,3,6,7,1200,-19,1,0,0
697,499,0,5,7,18.58,1200,640,0,0,0
698,13,0,2,,0.25,1200,-34,0,0,0
699,33,0,2,6,3.91,1200,69,0,0,0
700,-25,0,,,3.91,1200,-112,0,0,0
701,-108,0,2,3,11.25,1200,-89,0,0,0
702,90,0,5,4,7.58,1200,163,0,0,0
703,137,0,7,6,8.16,1200,,,0,
704,7,0,7,4,5.33,1200,79,0,0,0
705,-62,0,,,4.83,1200,-31,0,0,0
706,93,0,5,9,18.66,1200,119,0,0,0
707,8,0,5,6,2.5,1100,5,0,0,0
708,3,0,7,6,36.58,1200,95,0,0,0
709,-95,0,7,7,7.66,1200,-95,0,0,0
710,83,0,4,9,6.33,1200,-3,1,0,0
711,463,0,4,7,3.75,1200,384,0,0,0
712,800,0,5,7,2.91,1200,595,0,0,0
713,-56,0,4,3,30.75,1200,71,0,0,0
714,121,1,3,4,4.16,1200,23,1,0,0
715,65,0,,,4.08,1200,18,0,0,0
716,304,1,,,13.33,1200,986,1,0,0
717,197,0,,,27.08,1200,-4,0,0,0
718,-82,0,4,5,12.83,1200,91,0,0,0
719,-1,0,,,25.08,1200,,,0,
720,-140,0,7,5,21.41,1300,-76,0,0,0
721,249,0,6,3,21.66,1200,82,0,0,0
722,32,1,3,3,7.33,1200,9,1,0,0
723,-6,0,5,6,1.33,1200,-4,0,0,0
724,-23,0,3,7,1.08,1200,-24,0,0,0
725,-64,1,4,5,30.08,1200,-34,1,0,0
726,-21,0,2,8,6.5,1200,,,0,
727,-21,0,,,1.91,1100,-49,0,0,0
728,676,0,,,13.58,1300,,,0,
729,119,0,4,8,7.33,1300,184,0,0,0
730,-7,0,,,1,1300,1,0,0,0
731,16,0,,,2.91,1200,39,0,0,0
732,41,0,7,1,26.33,1200,143,0,0,0
733,165,0,4,9,23.25,1200,86,0,0,0
734,-3,0,7,6,15.83,1100,11,0,0,0
735,1,0,2,9,4.91,1200,389,0,0,0
736,281,0,4,9,18.91,1200,355,1,0,0
737,181,0,3,3,11.41,1200,287,0,0,0
738,-61,0,4,6,0.91,1100,-9,0,0,0
739,-15,0,2,5,3.91,1200,92,0,0,0
740,-59,1,1,5,9.08,1200,-53,1,0,0
741,-37,0,,,2.33,1200,-31,0,0,0
742,-21,0,,,2.41,1100,,,0,
743,-72,0,3,3,2.25,1300,-115,0,0,0
744,85,1,2,6,5.66,1200,224,1,1,0
745,-118,0,,,21.91,1200,-129,0,0,0
746,-32,0,4,3,7.33,1200,-51,1,0,0
747,1,0,3,4,8.16,1200,15,0,0,0
748,-30,0,2,7,7.66,1200,84,0,0,0
749,-45,0,7,2,36,1100,-105,0,0,0
750,55,1,4,3,0.58,1200,-41,0,0,0
751,-10,1,2,1,7.58,1200,-49,1,0,0
752,-74,0,2,7,5.33,1200,-104,0,0,0
753,-106,0,2,7,4.5,1200,39,0,0,0
754,-2,0,2,4,4.91,1100,-2,0,0,0
755,-124,0,2,3,5.91,1200,-1,0,0,0
756,-43,0,2,,1.75,1200,,,0,
757,-16,0,5,1,24.33,1300,66,0,0,0
758,208,1,2,6,7.08,1200,233,1,0,0
759,52,0,7,8,14.33,1200,56,0,0,0
760,-41,1,2,4,7.5,1300,-25,1,1,1
761,-44,0,,,2.66,1200,,,0,
762,-14,0,5,8,14.83,1100,-12,0,0,0
763,-39,1,,,6.33,1100,-1,1,0,0
764,5,0,3,7,10.25,1200,7,0,0,0
765,12,0,,,3.41,1200,137,0,0,0
766,-3,0,,5,21.5,1300,-34,0,0,0
767,118,0,3,3,3.33,1200,113,0,0,0
768,495,0,4,6,7.58,1200,574,0,0,0
769,-22,0,7,5,11.16,1200,-28,0,0,0
770,67,0,4,7,2.5,1200,24,0,0,0
771,-30,0,5,4,0.91,1100,-130,0,0,0
772,571,0,3,3,4.83,1200,,,0,
773,16,0,7,3,14.25,1200,18,0,0,0
774,-2,0,4,6,14.83,1200,,,0,
775,60,0,2,6,4.66,1200,137,0,0,0
776,10,1,,,0.16,1300,,,0,
777,37,0,5,8,17.58,1200,55,0,0,0
778,1016,0,3,7,15.5,1200,726,1,0,0
779,-24,1,2,5,6.83,1200,-30,1,1,1
780,-122,0,,,1.41,1100,,,0,
781,171,0,3,9,3.25,1200,1506,0,0,0
782,82,0,3,7,6.66,1200,,,0,
783,-55,0,3,8,6.16,1200,4,0,0,0
784,-55,0,5,3,14.33,1200,-26,0,0,0
785,-47,1,,,0.41,1200,-33,1,0,0
786,-25,0,4,6,0.83,1200,-30,0,0,0
787,-2,0,2,5,7.58,1200,-7,0,0,0
788,4,1,,,5.16,1200,,,0,
789,-34,0,7,5,4.16,1200,235,0,0,0
790,-2,0,3,1,3,1200,-2,0,0,0
791,-52,0,4,6,4.66,1200,-53,0,0,0
792,11,0,4,2,13,1200,36,0,0,0
793,40,0,4,7,16.08,1200,374,0,0,0
794,15,0,6,5,5.66,1100,53,0,0,0
795,-64,0,,,1.5,1200,-59,0,0,0
796,249,0,6,6,7.58,1200,350,0,0,0
797,597,0,,,8.58,1200,,,0,
798,-199,0,2,6,5,1200,101,0,0,0
799,141,0,3,7,8.08,1200,-19,0,0,0
800,-29,0,4,7,12.25,1200,-39,0,0,0
801,-77,0,,,2.91,1300,,,0,
802,14,0,3,3,17.08,1300,-2,1,0,1
803,-28,0,4,5,5.08,1100,-19,0,0,0
804,177,0,4,3,13.16,1200,,,0,
805,56,0,,2,0.41,1200,-49,0,0,0
806,-155,0,4,5,21.66,1200,-37,0,0,0
807,-31,0,4,6,23.08,1200,-1,0,0,0
808,-14,0,2,8,8,1200,191,0,0,0
809,7,0,5,6,27.91,1200,,,0,
810,33,1,4,7,7,1200,-59,1,0,0
811,-57,0,6,4,7.08,1200,,,0,
812,199,0,2,1,0.58,1200,124,0,0,0
813,-72,0,,,9.08,1200,-40,0,0,0
814,155,0,3,8,4.25,1200,,,0,
815,-85,1,3,6,3,1200,-83,1,0,0
816,23,0,2,7,5.08,1200,-36,0,0,0
817,61,0,,,16.83,1100,,,0,
818,-120,1,2,1,0.83,1200,-121,1,1,1
819,81,0,6,4,29.41,1200,-53,0,0,0
820,-64,1,3,9,12,1200,22,1,0,0
821,-133,0,6,7,25.41,1200,-142,0,0,0
822,-62,0,3,3,15.58,1200,-62,0,0,0
823,129,0,7,1,4.5,1300,139,0,0,0
824,105,0,6,5,17.08,1300,69,0,0,0
825,57,1,2,2,9.58,1100,60,0,0,0
826,-21,0,3,5,2.41,1100,-87,1,0,0
827,-45,0,,,3.66,1300,,,0,
828,846,0,7,7,17.25,1200,1103,0,0,0
829,-63,0,6,1,7.25,1200,34,0,0,0
830,206,0,4,7,14.83,1300,186,0,0,0
831,-103,0,4,7,17.66,1200,-103,0,0,0
832,-2,1,2,7,11.41,1200,-5,1,0,0
833,-6,0,,,4.25,1200,,,0,
834,124,0,5,7,10.41,1200,-61,0,0,0
835,-5,0,,3,0.91,1200,-20,0,0,0
836,-21,0,3,3,0.83,1200,-24,0,0,0
837,-5,0,4,7,3.5,1200,-61,1,0,0
838,141,0,4,6,10.58,1200,306,0,0,0
839,326,0,4,9,4.66,1200,546,0,0,0
840,108,0,,,19.33,1200,,,0,
841,-69,0,4,3,9.66,1200,-65,0,0,0
842,-13,0,,,3.91,1200,-1,0,0,0
843,1130,0,5,9,6.66,1200,1183,0,0,0
844,-61,0,7,1,26.25,1200,,,0,
845,-34,1,3,1,16.58,1300,-29,1,0,0
846,-75,1,3,8,10.58,1200,-47,1,0,0
847,25,0,4,6,26.75,1200,206,0,0,0
848,-122,0,4,2,3.83,1200,-109,0,0,0
849,292,0,7,6,30.08,1200,227,0,0,0
850,-29,0,5,6,13.83,1200,,,0,
851,76,0,5,6,5.16,1200,142,0,0,0
852,-6,0,4,3,1.16,1200,78,0,0,0
853,-38,0,,,10.08,1200,-16,0,0,0
854,422,0,2,7,6.75,1200,213,0,0,0
855,-23,0,4,6,10.91,1200,51,0,0,0
856,302,0,4,6,28.41,1300,175,1,0,0
857,187,0,,,19.41,1300,216,0,0,0
858,3,0,4,5,13.5,1100,60,0,0,0
859,-66,0,6,8,23.5,1200,73,0,0,0
860,-29,0,3,5,1.5,1200,,,0,
861,385,0,,,11.5,1200,365,0,0,0
862,344,0,6,6,28.16,1200,298,0,0,0
863,-53,0,6,6,2.91,1200,17,1,0,0
864,510,0,,,30.41,1300,-121,0,0,0
865,-17,0,,,7.83,1300,-16,0,0,0
866,520,0,4,8,15.91,1200,380,0,0,0
867,390,1,2,3,8.75,1200,-85,1,0,0
868,-47,0,,,4.25,1200,102,0,0,0
869,179,0,3,6,12.75,1200,253,0,0,0
870,46,0,,,5.83,1200,-37,0,0,0
871,-31,0,,,7.5,1200,-31,0,0,0
872,-39,1,4,6,15.25,1200,,,0,
873,185,1,4,8,3,1200,195,1,0,0
874,-55,1,,,2.5,1200,,,0,
875,465,0,3,8,12.58,1200,810,1,0,0
876,375,0,5,6,7.83,1200,191,0,0,0
877,351,0,,,4.83,1100,,,0,
878,-42,0,2,8,6.66,1300,-4,0,0,0
879,70,0,7,5,2.58,1300,32,0,0,0
880,129,0,,,8.25,1200,44,0,0,0
881,-5,0,4,1,23.91,1100,-15,0,0,0
882,48,0,3,8,17.5,1200,3565,1,0,0
883,42,0,5,4,26.16,1300,-33,0,0,0
884,-67,0,6,6,30.41,1200,-64,0,0,0
885,1,0,,,0.41,1200,,,0,
886,70,0,3,9,18.08,1200,233,0,0,0
887,875,0,5,6,13.16,1200,,,0,
888,-31,0,6,6,1.41,1100,,,0,
889,-34,1,3,9,6.75,1200,21,1,0,0
890,14,0,,,13.25,1200,-7,0,0,0
891,-27,1,1,9,0.91,1200,17,1,0,0
892,15,1,5,2,3.41,1200,-59,1,0,0
893,-3,0,3,7,9.41,1200,-58,0,0,0
894,617,0,5,9,26.75,1200,273,1,0,0
895,-19,0,3,1,5.91,1200,-18,0,0,0
896,43,0,6,7,23.83,1200,-107,0,0,0
897,19,0,,,5.66,1200,-99,0,0,0
898,957,0,,,14.08,1200,577,0,0,0
899,821,0,,,29.16,1300,263,0,0,0
900,-128,0,5,4,27.91,1200,-130,0,0,0
901,169,0,6,1,8.16,1300,207,0,0,0
902,185,0,3,9,4.83,1200,140,0,0,0
903,3,0,4,7,26.33,1200,-40,1,0,0
904,-70,0,,,2.25,1100,-88,0,0,0
905,317,0,,,1.58,1200,,,0,
906,-4,1,4,4,1.58,1300,,,0,
907,-22,1,2,1,8.08,1200,-22,1,0,0
908,-146,0,3,4,20.33,1300,331,0,0,0
909,-28,0,1,3,2.5,1200,-3,0,0,0
910,122,1,,,1.91,1200,-116,1,0,0
911,-22,0,3,7,19.58,1200,-22,0,0,0
912,44,0,3,,5,1200,-8,0,0,0
913,-28,0,7,6,31.58,1200,,,0,
914,239,0,7,3,22.08,1200,628,0,0,0
915,101,0,4,7,3.41,1200,-6,0,0,0
916,-60,0,,,8.5,1300,-41,0,0,0
917,1095,0,4,8,10.16,1200,1082,0,0,0
918,-8,0,,,1.41,1200,,,0,
919,6,1,2,1,2.58,1200,40,1,0,0
920,-3,0,,,4.83,1200,,,0,
921,-32,0,,,0.33,1300,,,0,
922,714,0,7,,23.75,1200,303,0,0,0
923,-54,0,5,6,6.41,1200,-29,0,0,0
924,-109,0,2,3,1.08,1200,-69,0,0,0
925,-31,0,5,6,7.58,1100,-31,0,0,0
926,-62,0,2,5,5.41,1100,-10,0,0,0
927,203,0,,,10.75,1200,185,0,0,0
928,-44,0,,,7.58,1100,-82,1,0,1
929,62,0,3,5,13.83,1200,-4,0,0,0
930,28,0,3,6,9.5,1200,290,0,0,0
931,-67,0,,1,1.41,1100,,,0,
932,-1,0,3,,1.5,1300,1,0,0,0
933,501,0,3,8,4.33,1200,434,0,0,0
934,746,0,3,6,9.08,1200,1154,0,0,0
935,5,0,,,5.33,1200,,,0,
936,-9,0,,,1.41,1300,-91,0,0,0
937,-97,0,,,7.41,1200,-22,0,0,0
938,174,0,5,4,1.25,1200,279,1,0,0
939,-159,0,5,3,14.41,1200,-105,0,0,0
940,-40,0,,,1.5,1300,-28,0,0,0
941,-63,0,2,6,6.33,1200,109,0,0,0
942,605,0,,,2.5,1200,,,0,
943,-3,0,4,9,0.66,1200,-61,0,0,0
944,-15,0,2,6,8.16,1200,11,1,0,0
945,-32,0,3,6,4.75,1100,-27,0,0,0
946,709,0,5,7,9.5,1200,777,0,0,0
947,-126,0,5,3,33.08,1300,-172,0,0,0
948,215,0,5,2,37.25,1200,264,0,0,0
949,-27,0,4,7,6.41,1200,-36,0,0,0
950,-44,0,,,9.66,1200,2,0,0,0
951,90,0,7,4,22.91,1200,55,0,0,0
952,-34,0,2,3,7.08,1200,46,0,0,0
953,-57,0,7,7,7.83,1200,-43,0,0,0
954,-7,0,3,8,2.58,1200,14,0,0,0
955,-11,0,,1,4.25,1200,,,0,
956,166,1,4,4,13.83,1200,498,1,0,0
957,206,0,,,16.25,1300,-114,0,0,0
958,21,0,7,5,24.91,1300,-23,0,0,0
959,-35,1,,,0.66,1200,,,0,
960,146,0,4,9,12.58,1200,-34,0,0,0
961,-80,0,,,1.33,1200,-22,0,0,0
962,2039,0,6,1,24.16,1100,2528,0,0,0
963,-26,0,3,4,22.91,1100,-64,0,0,0
964,-50,0,,3,2.58,1100,,,0,
965,1599,0,5,6,25.83,1200,1453,0,0,0
966,77,0,5,7,4,1200,394,0,0,0
967,28,0,4,6,14.58,1100,26,0,0,0
968,78,0,4,5,16.91,1200,80,0,0,0
969,1,0,,,0.41,1200,,,0,
970,416,0,,,14.33,1200,761,0,0,0
971,-15,0,,,1.41,1100,-28,0,0,0
972,-55,1,,,2.16,1200,423,0,0,0
973,-15,0,,,3.83,1200,,,0,
974,-56,1,3,6,6.5,1200,-88,1,1,1
975,76,0,7,4,18.16,1200,-27,0,0,0
976,141,0,4,7,10.5,1200,50,0,0,0
977,-30,0,,,7.5,1100,-30,0,0,0
978,16,0,4,2,22.25,1300,131,0,0,0
979,-39,0,3,6,7.5,1100,-16,0,0,0
980,-16,0,7,3,15.5,1200,41,0,0,0
981,224,0,7,9,4.5,1200,269,0,0,0
982,530,0,,,5.25,1200,-24,0,0,0
983,-44,0,4,6,4.41,1100,,,0,
984,15,0,,,1.08,1200,,,0,
985,-17,1,2,5,4.58,1200,-24,1,1,0
986,-2,0,,,2.66,1100,11,0,0,0
987,24,0,,,13,1300,,,0,
988,-23,0,3,6,0.66,1200,,,0,
989,854,0,5,6,27.75,1200,358,0,0,0
990,195,0,7,8,12.66,1200,-5,0,0,0
991,48,0,,,5.41,1200,59,0,0,0
992,49,0,3,8,3.75,1300,201,0,0,0
993,211,0,,,7.66,1200,195,1,0,0
994,-13,0,4,9,25.33,1200,-54,0,0,0
995,-58,0,3,3,4.58,1100,,,0,
996,87,0,6,2,15.5,1100,69,0,0,0
997,127,0,5,7,8.41,1200,152,0,0,0
998,233,0,4,7,13.5,1200,174,0,0,0
999,294,0,3,4,14.16,1200,316,1,0,0
1000,150,0,,,12.83,1200,145,0,0,0
1001,-17,0,,,33.66,1300,2,0,0,0
1002,-17,1,1,1,12.16,1300,-28,1,0,0
1003,-17,0,,,6.91,1200,,,0,
1004,21,0,4,7,17.66,1300,-84,0,0,0
1005,-46,0,,,5.25,1200,-48,0,0,0
1006,-58,1,3,5,6.41,1100,-9,1,0,0
1007,-7,0,3,7,1.08,1300,113,0,0,0
1008,11,0,,,2.25,1200,133,1,0,0
1009,-34,0,3,3,6,1200,-21,1,0,0
1010,106,0,5,5,28.16,1200,64,0,0,0
1011,-88,1,,3,9.5,1200,-113,1,0,0
1012,-71,0,7,6,0.33,1200,-53,0,0,0
1013,320,0,,,20.91,1200,,,0,
1014,457,1,4,1,21.25,1200,310,1,0,0
1015,3,0,,,8.25,1200,7,0,0,0
1016,79,1,3,6,15.5,1200,52,1,1,1
1017,36,0,4,4,3.91,1200,642,0,0,0
1018,450,0,7,8,15.83,1200,547,0,0,0
1019,-67,0,7,8,18.66,1200,-67,0,0,0
1020,84,0,3,6,10.41,1200,89,0,0,0
1021,22,0,,,0.33,1200,,,0,
1022,4,0,,,4.58,1200,,,0,
1023,182,0,5,6,5.66,1200,178,0,0,0
1024,-76,0,3,6,9.41,1100,489,0,0,0
1025,-14,0,,,2.08,1200,,,0,
1026,406,0,,,4,1300,,,0,
1027,64,0,5,6,1.16,1200,222,0,0,0
1028,-70,0,,,3.41,1200,,,0,
1029,-89,1,,,1.33,1200,,,1,
1030,-10,0,4,1,9.41,1200,6,0,0,0
1031,-30,0,4,5,6.58,1200,-30,0,0,0
1032,-187,0,,,6.58,1200,,,0,
1033,496,1,4,9,14.66,1200,876,1,1,0
1034,60,1,3,6,22.58,1200,-62,1,0,0
1035,-20,1,2,7,0.41,1200,-31,1,0,0
1036,108,0,7,6,10.91,1300,9,0,0,0
1037,440,0,3,7,10.5,1300,2922,0,0,0
1038,261,0,3,4,0.91,1200,308,0,0,0
1039,651,0,,,40,1100,712,0,0,0
1040,-37,1,4,6,1,1200,-43,1,0,0
1041,-9,0,5,3,8.41,1300,-22,0,0,0
1042,114,0,2,4,2.33,1200,,,0,
1043,100,0,2,1,2.83,1100,,,0,
1044,-32,0,4,4,8.5,1100,-35,0,0,0
1045,-43,0,5,5,10.25,1100,-35,0,0,0
1046,-29,0,,,22.58,1200,,,0,
1047,118,0,5,3,21.16,1200,23,0,0,0
1048,82,0,,,7.41,1300,51,0,0,0
1049,-81,1,2,1,10,1200,28,1,0,0
1050,-16,0,7,4,1.83,1300,0,0,0,0
1051,-142,1,2,8,11,1200,21,1,0,1
1052,-25,0,,,14.66,1100,,,0,
1053,-23,0,4,3,2.41,1300,-25,0,0,0
1054,-54,0,4,5,6.83,1100,35,0,0,0
1055,-86,0,,,5.25,1100,,,0,
1056,354,0,6,5,3.75,1200,368,0,0,0
1057,236,0,3,7,10.33,1200,221,0,0,0
1058,-65,0,,,0.41,1200,6,0,0,0
1059,-29,0,3,1,3.33,1200,-28,0,0,0
1060,-9,0,3,5,4.75,1200,-9,0,0,0
1061,-48,0,4,8,6.08,1200,-39,0,0,0
1062,129,0,5,7,27.83,1200,-33,0,0,0
1063,-49,0,4,4,5.5,1200,-34,0,0,0
1064,29,0,3,7,17.66,1200,68,0,0,0
1065,136,0,7,1,28.41,1300,117,0,0,0
1066,0,0,,,12.75,1200,-28,0,0,0
1067,80,0,2,7,9.5,1200,32,0,0,0
1068,433,0,7,4,10.41,1200,847,0,0,0
1069,-61,0,6,4,31.25,1300,-55,0,0,0
1070,-57,0,6,1,16.16,1100,-57,0,0,0
1071,-55,0,2,3,3.91,1200,-29,0,0,0
1072,-83,0,,,0.41,1200,,,0,
1073,-18,0,,,21.16,1200,224,0,0,0
1074,323,0,3,7,4.66,1300,183,0,0,0
1075,502,0,,,2.83,1200,-24,0,0,0
1076,-38,0,2,1,4.25,1200,-48,0,0,0
1077,124,1,3,5,3.41,1200,-29,1,1,0
1078,1980,0,2,5,12.41,1200,,,0,
1079,-2,0,,,13.41,1200,-1,0,0,0
1080,-34,0,,,1.08,1300,24,1,0,0
1081,111,0,7,2,20.5,1200,103,0,0,0
1082,-33,1,,,1.25,1200,,,0,
1083,-27,1,2,5,4.75,1200,-33,1,1,1
1084,71,0,,6,3.08,1200,65,1,0,0
1085,65,0,5,6,3.41,1200,31,0,0,0
1086,161,0,,,3.5,1200,,,0,
1087,502,0,7,4,31.83,1200,423,0,0,0
1088,-30,0,,,20.5,1200,10,0,0,0
1089,978,0,,6,6.08,1200,949,0,0,0
1090,-67,0,,,19.33,1100,,,0,
1091,-78,0,6,2,7.75,1300,-73,0,0,0
1092,-3,0,,,3.75,1200,621,0,0,0
1093,37,0,,,6.91,1200,0,0,0,0
1094,-37,0,7,1,6.08,1300,-53,0,0,0
1095,68,1,3,5,5.33,1300,56,1,0,0
1096,-13,1,,,1.5,1100,,,0,
1097,-22,0,5,5,1.33,1200,,,0,
1098,-16,0,,,22.75,1300,,,0,
1099,-63,0,6,6,2.33,1200,-62,0,0,0
1100,-33,0,,,8.75,1100,75,0,0,0
1101,-116,0,,,6.41,1200,,,0,
1102,17,0,,,24.25,1100,-15,0,0,0
1103,-132,0,5,9,4.33,1200,-160,0,0,0
1104,546,0,4,9,19.25,1200,1028,0,0,0
1105,-19,0,4,8,18.75,1200,-30,0,0,0
1106,-37,0,5,5,30.08,1200,-38,0,0,0
1107,64,0,5,8,5.08,1300,52,0,0,0
1108,-96,0,2,7,7.41,1200,-43,0,0,0
1109,1,0,,,12.83,1200,,,0,
1110,39,0,4,6,0.41,1200,40,1,0,0
1111,647,0,3,7,3.16,1200,335,0,0,0
1112,-116,0,2,1,4.66,1200,-191,0,0,0
1113,-12,1,2,5,7.5,1200,,,0,
1114,207,0,2,8,7.41,1200,213,0,0,0
1115,-34,0,6,8,6.83,1200,-22,0,0,0
1116,-38,0,4,8,5.25,1200,-19,0,0,0
1117,-100,0,3,7,4.16,1200,101,0,0,0
1118,-20,0,4,2,4.33,1100,-37,0,0,0
1119,-29,0,2,4,3.75,1300,-17,0,0,0
1120,-49,0,7,8,4.66,1200,11,0,0,0
1121,101,1,3,5,13.08,1200,,,0,
1122,-55,0,,,0.41,1100,,,0,
1123,-7,0,,,1.58,1200,,,0,
1124,151,0,5,3,5.33,1100,,,0,
1125,24,0,2,7,1.5,1300,38,0,0,0
1126,192,1,2,9,4.16,1200,429,1,0,0
1127,-70,1,2,8,7.33,1200,316,1,0,0
